"report_name","document_comment_1","document_comment_2","document_expert_requested_by_at_least_one_annotator","row_expert_requested_by_at_least_one_annotator_or_disagreement","ID","page_used","llm_year","llm_scope","llm_value","value_correct_1","value_correct_2","corrected_value_1","corrected_value_2","llm_unit","unit_correct_1","unit_correct_2","corrected_unit_1","corrected_unit_2","corrected_page_1","corrected_page_2","comment_1","comment_2"
"healius ltd_2022_report.pdf",NA,NA,"No","No","481",NA,2021,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Healius has yet to quantify Scope 3 emissions due to constraints in collating and accessing quality and reliable data"
"healius ltd_2022_report.pdf",NA,NA,"No","No","482",NA,2022,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1176",NA,2013,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1177",NA,2014,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1178",NA,2015,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1179",NA,2016,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1180","95",2017,"1",177,"Yes","Yes",NA,NA,"kilotonnes of CO2-equivalent","Yes","Yes",NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1181","95",2018,"1",170,"Yes","Yes",NA,NA,"kilotonnes of CO2-equivalent","Yes","Yes",NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1182","95",2019,"1",161,"Yes","Yes",NA,NA,"kilotonnes of CO2-equivalent","Yes","Yes",NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1183","95",2020,"1",144,"Yes","Yes",NA,NA,"kilotonnes of CO2-equivalent","Yes","Yes",NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1184",NA,2021,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1185",NA,2022,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1186",NA,2013,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1187",NA,2014,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1188",NA,2015,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1189",NA,2016,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1190",NA,2017,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1191",NA,2018,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1192",NA,2019,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1193",NA,2020,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1194",NA,2021,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1195",NA,2022,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1196",NA,2013,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1197",NA,2014,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1198",NA,2015,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1199",NA,2016,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1200","95",2017,"2lb",363,"Yes","Yes",NA,NA,"kilotonnes of CO2-equivalent","Yes","Yes",NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1201","95",2018,"2lb",403,"Yes","Yes",NA,NA,"kilotonnes of CO2-equivalent","Yes","Yes",NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1202","95",2019,"2lb",402,"Yes","Yes",NA,NA,"kilotonnes of CO2-equivalent","Yes","Yes",NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1203","95",2020,"2lb",367,"Yes","Yes",NA,NA,"kilotonnes of CO2-equivalent","Yes","Yes",NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1204",NA,2021,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1205",NA,2022,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1206",NA,2013,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1207",NA,2014,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1208",NA,2015,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1209",NA,2016,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1210",NA,2017,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1211",NA,2018,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1212",NA,2019,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1213",NA,2020,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1214",NA,2021,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hudbay minerals inc_2020_report.pdf",NA,NA,"No","No","1215",NA,2022,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","161",NA,2013,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","162",NA,2014,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","163",NA,2015,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","164",NA,2016,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","165",NA,2017,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","166",NA,2018,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","167",NA,2019,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","168",NA,2020,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","169",NA,2021,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","170",NA,2022,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","171",NA,2013,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","172",NA,2014,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","173",NA,2015,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","174",NA,2016,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","175",NA,2017,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","176",NA,2018,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","177",NA,2019,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","178",NA,2020,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","179",NA,2021,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","180",NA,2022,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","181",NA,2013,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","182",NA,2014,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","183",NA,2015,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","184",NA,2016,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","185",NA,2017,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","186",NA,2018,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","187",NA,2019,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","188",NA,2020,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","189",NA,2021,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","190",NA,2022,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","191",NA,2013,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","192",NA,2014,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","193",NA,2015,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","194",NA,2016,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","195",NA,2017,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","196",NA,2018,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","197",NA,2019,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","198",NA,2020,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","199",NA,2021,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hugo boss_2020_report.pdf","No absolute value",NA,"No","No","200",NA,2022,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","100",NA,2018,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","101",NA,2019,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","102",NA,2020,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","103",NA,2021,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","104",NA,2022,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","105",NA,2013,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","106","48",2014,"2lb",479000,"Yes","Yes",NA,NA,"metric tons CO₂ eqv","Yes","Yes",NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","107","48",2015,"2lb",487000,"Yes","Yes",NA,NA,"metric tons CO₂ eqv","Yes","Yes",NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","108","48",2016,"2lb",526000,"Yes","Yes",NA,NA,"metric tons CO₂ eqv","Yes","Yes",NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","109","48",2017,"2lb",549000,"Yes","Yes",NA,NA,"metric tons CO₂ eqv","Yes","Yes",NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","110","48",2018,"2lb",559000,"Yes","Yes",NA,NA,"metric tons CO₂ eqv","Yes","Yes",NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","111",NA,2019,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","112",NA,2020,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","113",NA,2021,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","114",NA,2022,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","115",NA,2013,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","116",NA,2014,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","117",NA,2015,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","118",NA,2016,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","119",NA,2017,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","120",NA,2018,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","121",NA,2019,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","122",NA,2020,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","123",NA,2021,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","124",NA,2022,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","85",NA,2013,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","86","48",2014,"1",188000,"Yes","Yes",NA,NA,"metric tons CO₂ eqv","Yes","Yes",NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","87","48",2015,"1",191000,"Yes","Yes",NA,NA,"metric tons CO₂ eqv","Yes","Yes",NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","88","48",2016,"1",198000,"Yes","Yes",NA,NA,"metric tons CO₂ eqv","Yes","Yes",NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","89","48",2017,"1",207000,"Yes","Yes",NA,NA,"metric tons CO₂ eqv","Yes","Yes",NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","90","48",2018,"1",207000,"Yes","Yes",NA,NA,"metric tons CO₂ eqv","Yes","Yes",NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","91",NA,2019,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","92",NA,2020,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","93",NA,2021,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","94",NA,2022,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","95",NA,2013,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","96",NA,2014,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","97",NA,2015,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","98",NA,2016,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2018_report.pdf",NA,NA,"No","No","99",NA,2017,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","1",NA,2013,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","10",NA,2022,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","11",NA,2013,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","12",NA,2014,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","13",NA,2015,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","14",NA,2016,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","15",NA,2017,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","16",NA,2018,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","17",NA,2019,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","18",NA,2020,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","19",NA,2021,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","Yes","2",NA,2014,"1",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","20",NA,2022,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","21",NA,2013,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","22",NA,2014,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","23","44",2015,"2lb",484000,"Yes","Yes",NA,NA,"metric tons CO₂ eqv","Yes","Yes",NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","24","44",2016,"2lb",512000,"Yes","Yes",NA,NA,"metric tons CO₂ eqv","Yes","Yes",NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","25","44",2017,"2lb",534000,"Yes","Yes",NA,NA,"metric tons CO₂ eqv","Yes","Yes",NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","26","44",2018,"2lb",544000,"Yes","Yes",NA,NA,"metric tons CO₂ eqv","Yes","Yes",NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","27","44",2019,"2lb",546000,"Yes","Yes",NA,NA,"metric tons CO₂ eqv","Yes","Yes",NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","28",NA,2020,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","29",NA,2021,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","3","44",2015,"1",191000,"Yes","Yes",NA,NA,"metric tons CO₂ eqv","Yes","Yes",NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","30",NA,2022,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","31",NA,2013,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","32",NA,2014,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","33",NA,2015,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","34",NA,2016,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","35",NA,2017,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","36",NA,2018,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","37",NA,2019,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","38",NA,2020,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","39",NA,2021,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","4","44",2016,"1",198000,"Yes","Yes",NA,NA,"metric tons CO₂ eqv","Yes","Yes",NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","40",NA,2022,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","5","44",2017,"1",207000,"Yes","Yes",NA,NA,"metric tons CO₂ eqv","Yes","Yes",NA,NA,NA,NA,NA,NA
"huhtamaki_2019_report.pdf",NA,NA,"No","No","6","44",2018,"1",207000,"Yes","Yes",NA,NA,"metric tons CO₂ eqv","Yes","Yes",NA,NA,NA,NA,NA,NA
