"Report Name","Document comment Annotator 1","Document comment Annotator 2","Expert document comment.g1","Expert document comment.g2","Document-level expert adjudication requested by at least 1 annotator","ID","Page used","LLM Year","LLM Scope","LLM Value","LLM Unit","Value Ann 1","Value Ann 2","Value: Who is right?.g1","Value corrected (fill in if necessary).g1","Value Reasoning (select if necessary, if multiple apply choose first).g1","Value: Who is right?.g2","Value corrected (fill in if necessary).g2","Value Reasoning (select if necessary, if multiple apply choose first).g2","Unit Ann 1","Unit Ann 2","Unit: Who is right?.g1","Unit corrected (fill in if necessary).g1","Unit reasoning  (select if necessary, if multiple apply choose first).g1","Unit: Who is right?.g2","Unit corrected (fill in if necessary).g2","Unit reasoning  (select if necessary, if multiple apply choose first).g2","Corrected page Ann 1","Corrected page Ann 2","Page corrected (fill in if necessary).g1","Page corrected (fill in if necessary).g2","Comment Ann1","Comment Ann2","Expert comment.g1","Expert comment.g2","Unclear record (Yes/No).g1","Unclear record (Yes/No).g2","row_disagreement_value_unit_page_or_unclear","agreement_value","agreement_unit","agreement_page","agreement_value_unit","agreement_value_unit_page"
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1220","28",2019,"2mb",9405,"Tonne CO2e",9405,9405,NA,NA,NA,NA,NA,NA,"Tonne CO2e","Tonne CO2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1221","28",2020,"2mb",8480,"Tonne CO2e",8480,8480,NA,NA,NA,NA,NA,NA,"Tonne CO2e","Tonne CO2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1222","28",2021,"2mb",7486,"Tonne CO2e",7486,7486,NA,NA,NA,NA,NA,NA,"Tonne CO2e","Tonne CO2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1223",NA,2022,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1224",NA,2013,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1225",NA,2014,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1226",NA,2015,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1227",NA,2016,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1228",NA,2017,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1229",NA,2018,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1230","28",2019,"2lb",17745,"Tonne CO2e",17745,17745,NA,NA,NA,NA,NA,NA,"Tonne CO2e","Tonne CO2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1231","28",2020,"2lb",14861,"Tonne CO2e",14861,14861,NA,NA,NA,NA,NA,NA,"Tonne CO2e","Tonne CO2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1232","28",2021,"2lb",15798,"Tonne CO2e",15798,15798,NA,NA,NA,NA,NA,NA,"Tonne CO2e","Tonne CO2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1233",NA,2022,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1234",NA,2013,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1235",NA,2014,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1236",NA,2015,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1237",NA,2016,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1238",NA,2017,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1239",NA,2018,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1240",NA,2019,"3",NA,NA,99375,NA,"Ann2",NA,NA,"Ann2",NA,NA,"Tonne CO2e",NA,"Ann2",NA,NA,"Ann2",NA,NA,"28",NA,NA,NA,NA,NA,"only partial scope 3",NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1241",NA,2020,"3",NA,NA,123589,NA,"Ann2",NA,NA,"Ann2",NA,NA,"Tonne CO2e",NA,"Ann2",NA,NA,"Ann2",NA,NA,"28",NA,NA,NA,NA,NA,"only partial scope 4",NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1242",NA,2021,"3",NA,NA,133445,NA,"Ann2",NA,NA,"Ann2",NA,NA,"Tonne CO2e",NA,"Ann2",NA,NA,"Ann2",NA,NA,"28",NA,NA,NA,NA,NA,"only partial scope 5",NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"h. lundbeck_2021_report.pdf",NA,"drei Kategorien von Scope 3 emissionen werden im Report nicht zusammen addiert","the report does not contain totals for scope 3. Thus, no values should be extracted",NA,"Yes","1243",NA,2022,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","1",NA,2013,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","2",NA,2014,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","3",NA,2015,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","4","21",2016,"1",531374,"metric tons CO2e",6748,6748,NA,NA,NA,NA,NA,NA,"metric tons CO2e","metric tons CO2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","5","21",2017,"1",377305,"metric tons CO2e",5091,5091,NA,NA,NA,NA,NA,NA,"metric tons CO2e","metric tons CO2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","6","21",2018,"1",264840,"metric tons CO2e",4158,4158,NA,NA,NA,NA,NA,NA,"metric tons CO2e","metric tons CO2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","7","21",2019,"1",230771,"metric tons CO2e",3658,3658,NA,NA,NA,NA,NA,NA,"metric tons CO2e","metric tons CO2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","8","21",2020,"1",178828,"metric tons CO2e",2476,2476,NA,NA,NA,NA,NA,NA,"metric tons CO2e","metric tons CO2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","9",NA,2021,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","10",NA,2022,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","11",NA,2013,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","12",NA,2014,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","13",NA,2015,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","14","22",2016,"2mb",3293,"metric tons CO2e",24525,24525,"Ann1",NA,NA,"Ann1",NA,NA,"metric tons CO2e","metric tons CO2e","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,NA,NA,"""mb where available"" --> is that valid?",NA,"""mb where available"" is valid","yes, it is valid","No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","15","22",2017,"2mb",3611,"metric tons CO2e",13406,13406,"Ann1",NA,NA,"Ann1",NA,NA,"metric tons CO2e","metric tons CO2e","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,NA,NA,"""mb where available"" --> is that valid?",NA,"""mb where available"" is valid","yes, it is valid","No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","16",NA,2018,"2mb",NA,NA,4145,4145,"Ann1",NA,NA,"Ann1",NA,NA,"metric tons of carbon dioxide equivalents (CO2e)","metric tons CO2e","Ann1",NA,NA,"Ann1",NA,NA,"22","22.0",NA,NA,"""mb where available"" --> is that valid?",NA,"""mb where available"" is valid","yes, it is valid","No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","17",NA,2019,"2mb",NA,NA,4246,4246,"Ann1",NA,NA,"Ann1",NA,NA,"metric tons of carbon dioxide equivalents (CO2e)","metric tons CO2e","Ann1",NA,NA,"Ann1",NA,NA,"22","22.0",NA,NA,"""mb where available"" --> is that valid?",NA,"""mb where available"" is valid","yes, it is valid","No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","18",NA,2020,"2mb",NA,NA,3611,3611,"Ann1",NA,NA,"Ann1",NA,NA,"metric tons of carbon dioxide equivalents (CO2e)","metric tons CO2e","Ann1",NA,NA,"Ann1",NA,NA,"22","22.0",NA,NA,"""mb where available"" --> is that valid?",NA,"""mb where available"" is valid","yes, it is valid","No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","19",NA,2021,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","20",NA,2022,"2mb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","21",NA,2013,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","22",NA,2014,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","23",NA,2015,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","24","22",2016,"2lb",4145,"metric tons CO2e",23301,23301,NA,NA,NA,NA,NA,NA,"metric tons CO2e","metric tons CO2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","25","22",2017,"2lb",3906,"metric tons CO2e",13371,13371,NA,NA,NA,NA,NA,NA,"metric tons CO2e","metric tons CO2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","26","22",2018,"2lb",4246,"metric tons CO2e",3708,3708,NA,NA,NA,NA,NA,NA,"metric tons CO2e","metric tons CO2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","27",NA,2019,"2lb",NA,NA,3906,3906,NA,NA,NA,NA,NA,NA,"metric tons of carbon dioxide equivalents (CO2e)","metric tons CO2e",NA,NA,NA,NA,NA,NA,"22","22.0",NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","28",NA,2020,"2lb",NA,NA,3293,3293,NA,NA,NA,NA,NA,NA,"metric tons of carbon dioxide equivalents (CO2e)","metric tons CO2e",NA,NA,NA,NA,NA,NA,"22","22.0",NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","29",NA,2021,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","30",NA,2022,"2lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","31",NA,2013,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","32",NA,2014,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","33",NA,2015,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","34","22",2016,"3",5191,"metric tons CO2e",7065,7065,NA,NA,NA,NA,NA,NA,"metric tons CO2e","metric tons CO2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"extracted values are subject to partial emissions",NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","35","22",2017,"3",3113,"metric tons CO2e",5191,5191,NA,NA,NA,NA,NA,NA,"metric tons CO2e","metric tons CO2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"extracted values are subject to partial emissions",NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","36","22",2018,"3",3600,"metric tons CO2e",5306,5306,NA,NA,NA,NA,NA,NA,"metric tons CO2e","metric tons CO2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"extracted values are subject to partial emissions",NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","37","22",2019,"3",3879,"metric tons CO2e",5772,5772,NA,NA,NA,NA,NA,NA,"metric tons CO2e","metric tons CO2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"extracted values are subject to partial emissions",NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","38","22",2020,"3",821,"metric tons CO2e",1602,1602,NA,NA,NA,NA,NA,NA,"metric tons CO2e","metric tons CO2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"extracted values are subject to partial emissions",NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","39",NA,2021,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"blackberry ltd_2022_report.pdf",NA,NA,NA,NA,"No","40",NA,2022,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"toshiba tec corp_2022_report.pdf","It is the report for Toshiba Tec and they report for Toshiba Tec. Therefore I set the emission values to correct. Pls correct it if this is not the whole company",NA,"There is confusion about corp vs group - but this does not affect the llm extraction in our perspective. It might be helpful to understand which standards for market based exist - if they are mentioned the LLM could deduce from that","since report name is toshiba tec, we can consider the values as correct. However, they should not be attributed to Toshiba group, which is larger","Yes","970",NA,2013,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"toshiba tec corp_2022_report.pdf","It is the report for Toshiba Tec and they report for Toshiba Tec. Therefore I set the emission values to correct. Pls correct it if this is not the whole company",NA,"There is confusion about corp vs group - but this does not affect the llm extraction in our perspective. It might be helpful to understand which standards for market based exist - if they are mentioned the LLM could deduce from that","since report name is toshiba tec, we can consider the values as correct. However, they should not be attributed to Toshiba group, which is larger","Yes","971",NA,2014,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"toshiba tec corp_2022_report.pdf","It is the report for Toshiba Tec and they report for Toshiba Tec. Therefore I set the emission values to correct. Pls correct it if this is not the whole company",NA,"There is confusion about corp vs group - but this does not affect the llm extraction in our perspective. It might be helpful to understand which standards for market based exist - if they are mentioned the LLM could deduce from that","since report name is toshiba tec, we can consider the values as correct. However, they should not be attributed to Toshiba group, which is larger","Yes","972",NA,2015,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
